,people_ID,infect_prob
231,6219,65.810776
232,5697,70.29424
233,18636,67.01482
234,5343,52.896645
235,5994,53.150974
236,5956,63.17953
237,5666,52.42709
238,18791,52.484894
239,5686,52.422398
240,6027,52.975777
241,5751,53.612938
242,18812,70.61911
243,18688,54.541443
244,18441,65.5523
245,5508,51.41788
246,5889,54.252266
247,5843,53.076275
248,5459,53.50575
249,18141,54.2642
250,18757,67.92437
251,6313,52.51905
252,6032,69.00758
253,18475,52.959003
254,17702,52.805374
255,5815,55.772106
256,18816,52.299778
257,18589,53.21152
258,17738,51.571777
259,18553,54.672596
260,5538,52.380455
261,18472,53.91726
262,5453,52.93555
263,18026,51.746613
264,18409,52.211258
265,5444,49.93314
266,17965,54.467266
267,18541,52.238953
268,5371,51.92413
269,6051,53.50065
270,18882,51.979397
271,5108,53.80806
272,6005,68.67004
273,5380,55.0149
274,6151,53.557747
275,18195,51.811054
276,17695,52.670334
277,5101,53.8748
278,5255,53.30372
279,5579,54.3195
280,18509,56.021008
281,5257,52.09375
282,6310,69.20072
283,5431,56.468098
284,17703,52.336296
285,18316,51.778374
286,5174,52.24977
287,18337,52.892487
288,18515,53.18747
289,17993,62.790825
290,6232,54.975285
291,5339,55.2916
292,5972,52.70876
293,6097,53.773697
294,5130,52.402195
295,5934,52.517887
296,17646,68.93118
297,5803,53.74711
298,18134,71.140274
299,18301,52.503685
300,18071,52.00608
301,5973,52.78622
302,17972,68.42295
303,6212,68.545654
304,17886,53.331635
305,18584,51.385475
306,18027,64.91997
307,5093,52.99246
308,5817,56.778954
309,5519,53.42194
310,18127,52.529633
311,6144,52.026577
312,5430,54.34538
313,6179,54.90876
314,5921,57.30405
315,5788,52.963047
316,17960,52.557426
317,5682,54.897377
318,5713,52.91504
319,18735,52.605988
320,18693,54.431953
321,6256,54.48529
322,18064,51.719913
323,18302,54.79781
324,5620,51.133286
325,18010,54.360447
326,18647,53.021183
327,5749,53.41131
328,18286,53.199593
329,5381,52.650517
330,6012,50.89545
331,18043,52.959988
332,18845,67.964714
333,17736,54.139523
334,17919,53.028366
335,5297,53.112377
336,17651,52.91042
337,5109,54.595127
338,5756,52.7392
339,17628,55.423054
340,6237,52.22143
341,18407,51.206432
342,5157,53.67217
343,17902,52.159912
344,18650,52.36213
345,5589,54.157665
346,6010,51.12755
347,18792,53.04196
348,17932,55.258423
349,18568,53.23736
350,17684,55.38236
351,5573,52.65924
352,17685,52.487972
353,5948,71.60281
354,5469,53.24341
355,18736,68.115425
356,17664,54.130623
357,6319,76.791
358,5421,51.54901
359,18648,52.52228
360,18369,63.51769
361,6065,53.40483
362,18486,52.989597
363,5259,56.39525
364,18524,68.628624
365,17774,52.73008
366,5955,51.986168
367,17701,52.930058
368,6312,53.29436
369,18094,51.91094
370,17647,51.322643
371,5515,66.80955
372,18087,54.95628
373,18278,54.144154
374,18868,53.271793
375,18764,53.443775
376,5478,53.745007
377,6091,52.256065
378,18358,53.287926
379,18570,65.40339
380,17994,54.249134
381,17931,54.703465
382,18476,55.37448
383,6314,51.810562
384,5727,66.34901
385,5879,70.18281
386,6240,52.548515
387,17663,52.753693
388,18457,69.97136
389,18562,51.431316
390,17908,73.141335
391,18183,52.44204
392,5203,53.16642
393,18658,50.88345
394,18745,54.65524
395,17889,52.52716
396,5185,66.48563
397,6161,54.547962
398,5833,50.347755
399,5348,52.15535
400,6261,54.848164
401,5841,52.856018
402,5503,53.96257
403,5187,50.52647
404,18789,56.41804
405,5674,53.587585
406,18768,56.01761
407,18430,56.059994
408,5931,55.771748
409,18787,72.26434
410,5284,53.79944
411,18544,52.82021
412,18726,51.302765
413,17907,55.649105
414,17850,52.800076
415,18073,52.424774
416,5631,54.402405
417,6190,52.352108
418,5482,56.022118
419,18865,52.350063
420,18700,50.953
421,6234,71.158646
422,5689,53.038704
423,18585,52.194187
424,17674,52.259216
425,17875,67.707985
426,5997,52.71321
427,5405,52.233368
428,18201,61.62326
429,18575,52.249012
430,5196,57.669823
431,17709,69.00613
432,5687,53.897537
433,6284,70.7581
434,6140,52.70731
435,18352,54.186924
436,17718,51.31122
437,6247,52.106
438,18578,52.32776
439,18135,52.44615
440,6052,70.34327
441,5132,52.266148
442,5846,54.691547
443,5138,65.617165
444,5149,51.692924
445,6321,54.29398
446,18115,53.229355
447,5688,53.17185
448,5748,54.139416
449,17793,52.480373
450,5855,54.684097
451,6305,74.34778
452,18085,55.91899
453,5404,71.938286
454,5870,55.231236
455,18866,55.106056
456,5957,52.03702
457,18138,54.28415
458,6246,54.046555
459,18643,53.082565
460,6210,67.188736
461,17843,51.534054
462,18260,51.828613
463,5667,70.059296
464,18661,51.38289
465,18319,51.786068
466,5762,52.24984
467,17727,55.096123
468,18853,53.956768
469,6251,69.69288
470,18710,54.898262
471,18809,68.17088
472,6067,52.839962
473,6138,52.711285
474,5374,51.922882
475,18408,67.11082
476,5331,54.342266
477,5194,51.98153
478,18692,75.52954
479,18668,51.878304
480,5296,53.17476
481,5546,52.227303
482,5442,52.894966
483,5699,54.89101
484,18255,62.810192
485,5744,53.57665
486,18169,69.25374
487,18343,53.77886
488,17626,54.279564
489,17878,69.07316
490,5474,51.570908
491,18653,66.797424
492,5137,53.23185
493,5602,48.097057
494,5907,54.527103
495,5779,48.104923
496,18180,48.30883
497,18188,48.090706
498,18207,68.616554
499,5379,69.884026
500,18106,48.795338
501,5783,50.504967
502,17890,49.266117
503,5866,48.819153
504,18012,48.512333
505,17711,48.973476
506,6133,49.453735
507,6071,51.35804
508,5857,49.2352
509,18462,50.154945
510,5116,64.97507
511,6136,49.772587
512,17704,64.7524
513,5662,48.909718
514,17690,49.660606
515,6131,70.25543
516,18288,50.170177
517,18203,49.323708
518,18110,66.78139
519,17743,52.132015
520,5207,49.147453
521,5298,71.5475
522,5328,48.92602
523,18238,65.35868
524,5426,60.68819
525,6298,48.605434
526,6106,52.830273
527,5282,51.677902
528,6178,63.237045
529,18227,48.268745
530,17631,48.838943
531,5598,48.71942
532,17820,50.4756
533,18312,50.920673
534,18716,48.876156
535,18529,50.64734
536,17925,49.273335
537,18314,50.85684
538,5859,48.945797
539,6283,48.818405
540,5562,51.310253
541,5722,52.15965
542,18059,51.23406
543,5770,50.281242
544,18181,64.95255
545,17649,49.536575
546,5828,50.187366
547,5778,50.686813
548,17772,48.797333
549,18732,48.793293
550,6073,50.257362
551,18687,49.58337
552,5395,48.597733
553,6058,48.95901
554,18579,50.732944
555,18846,49.48301
556,5265,50.896797
557,17862,48.53892
558,5237,63.51988
559,17976,48.896046
560,18267,69.19193
561,6048,48.747646
562,18237,49.13262
563,18077,51.405468
564,18299,49.558193
565,5166,48.138752
566,5824,49.812782
567,5216,49.227283
568,18788,49.609684
569,6231,49.640255
570,5178,51.062954
571,18208,48.32998
572,18376,49.531498
573,5350,62.70972
574,5903,52.041267
575,18061,48.504166
576,18821,49.39019
577,18374,49.036716
578,5392,48.34546
579,17958,49.57131
580,6315,49.92508
581,5349,48.697357
582,5227,51.24445
583,5280,72.308266
584,6303,65.02787
585,6023,48.48498
586,5581,51.01258
587,18202,62.111504
588,5970,49.47632
589,18504,48.79771
590,18047,48.827446
591,5532,63.749706
592,18588,50.20588
593,6098,48.617615
594,6189,48.96709
595,17632,49.452843
596,5359,49.249405
597,18500,48.845303
598,6293,48.986855
599,5205,63.81875
600,17915,48.601494
601,17987,48.416775
602,5517,49.15019
603,5501,66.40496
604,5764,48.69414
605,18211,60.5653
606,18487,69.349304
607,17863,48.53655
608,5191,48.664017
609,6111,48.987144
610,5769,49.32855
611,18605,64.511826
612,18038,49.62261
613,5930,49.07797
614,18072,48.745136
615,6102,71.036354
616,18020,48.875217
617,17665,49.508247
618,17668,48.884995
619,18705,48.918846
620,17968,66.07927
621,18212,49.03701
622,5968,49.95533
623,17938,49.331005
624,6277,51.0589
625,18536,49.40729
626,18613,65.78662
627,5766,49.435406
628,18474,51.34203
629,18297,66.42655
630,18753,49.59439
631,18701,62.38489
632,5835,50.026398
633,18142,49.82141
634,18838,50.545616
635,17719,62.24956
636,5890,50.307034
637,5560,66.01692
638,17658,48.837006
639,18582,49.67387
640,18300,49.514465
641,18679,61.099808
642,18365,51.06096
643,18901,68.07832
644,18414,48.21233
645,18889,48.098186
646,18257,49.96775
647,18884,49.638683
648,18873,49.49067
649,5369,50.166336
650,18698,49.428097
651,5746,69.985916
652,17844,64.255646
653,18893,48.466755
654,17867,49.18471
655,17899,49.42425
656,18546,49.05092
657,18325,50.23505
658,6220,51.759033
659,18625,48.385235
660,18053,50.28742
661,5607,64.212524
662,5989,50.529755
663,17712,48.7211
664,18799,49.103878
665,5483,51.542233
666,6157,50.255657
667,5715,49.573025
668,17814,66.16199
669,17754,48.862316
670,5375,49.84145
671,17627,61.96097
672,17654,70.03133
673,5923,48.871407
674,18348,49.0517
675,18657,48.650196
676,5262,48.43184
677,18491,48.869026
678,5851,68.80698
679,17956,48.954166
680,6270,49.461155
681,5932,48.75772
682,18323,49.23442
683,5290,63.628307
684,5434,48.899487
685,17782,50.456783
686,5836,49.173546
687,5729,48.10717
688,17780,49.15401
689,17757,49.638893
690,5197,50.59903
691,18498,48.976307
692,18832,63.829166
693,18023,48.89968
694,5435,50.13934
695,18852,48.987587
696,18254,49.233685
697,18024,49.26883
698,6194,50.584724
699,18007,69.88884
700,5473,67.91316
701,5550,50.47506
702,18451,65.69102
703,6081,48.656414
704,5506,52.439884
705,18098,49.368248
706,17952,50.994102
707,5844,52.185577
708,5692,48.353985
709,5499,48.70588
710,5145,48.90115
711,18499,48.259567
712,5084,48.105713
713,6169,64.474396
714,18758,48.46066
715,18419,50.370922
716,5838,50.16622
717,5847,48.44678
718,18869,48.10219
719,5346,50.028767
720,18885,49.70941
721,5183,50.778996
722,5818,52.52768
723,5648,48.753036
724,18390,66.284355
725,18537,50.19361
726,17954,49.03084
727,17786,49.10906
728,17636,49.677902
729,17660,50.043396
730,18221,48.63181
731,5869,48.556175
732,5656,49.54906
733,5684,49.890987
734,5141,48.865894
735,6168,48.24148
736,18908,49.401115
737,5531,49.30042
738,5680,61.90162
739,5960,49.941696
740,18065,48.82069
741,18429,49.776276
742,18793,48.79422
743,5457,49.545578
744,18356,50.106277
745,17766,64.902214
746,6066,48.152004
747,18841,66.325874
748,5549,66.278
749,5398,51.22067
750,17904,49.118515
751,18322,63.449802
752,5119,52.27786
753,5705,67.70389
754,5977,51.30136
755,18125,51.78867
756,18080,49.04719
757,5946,50.17703
758,18677,50.682873
759,6046,66.90202
760,18317,49.787712
761,5892,50.801044
762,5300,49.109077
763,5291,48.538685
764,5819,48.886967
765,18444,49.639046
766,5294,66.199745
767,6055,49.076565
768,6064,50.381794
769,18667,48.710068
770,5541,48.623447
771,5991,49.910713
772,6244,67.44834
773,5837,72.12051
774,5827,49.212868
775,18697,48.434845
776,18146,68.554695
777,5920,48.882713
778,18111,48.808002
779,17933,71.43775
780,18607,49.08776
781,18248,49.658176
782,5831,49.812584
783,5184,49.01538
784,17934,48.57463
785,17746,50.088654
786,6202,48.879963
787,5199,48.29045
788,5884,48.437756
789,17728,49.12278
790,5657,50.69472
791,5144,49.517525
792,6217,63.29098
793,17677,48.961536
794,6026,49.79342
795,6233,49.8359
796,5446,68.077576
797,5962,49.19753
798,18423,48.692516
799,17715,65.84377
800,17841,49.14953
801,5800,49.51718
802,6187,49.09779
803,5361,66.25493
804,5384,64.28596
805,18797,50.134476
806,18287,49.91844
807,5558,49.68064
808,18790,49.86599
809,5771,48.45647
810,5209,69.9115
811,6243,48.650345
812,18747,49.71067
813,18587,64.33684
814,5086,50.50458
815,5443,48.923206
816,5148,51.499123
817,18649,48.9089
818,6278,50.26039
819,18204,48.89541
820,5422,64.34762
821,5467,48.81812
822,17923,61.97815
823,18320,66.9674
824,5094,49.021
825,6088,48.853695
826,5429,48.984734
827,5529,50.528214
828,18218,49.300404
829,5679,51.192265
830,17913,48.874058
831,18576,49.001057
832,18724,50.059757
833,6238,49.31595
834,18637,48.855747
835,18748,51.81792
836,5252,65.79078
837,18075,48.53787
838,18222,48.91111
839,5273,49.691406
840,5886,50.466866
841,6033,49.02756
842,18291,49.097115
843,5616,68.45018
844,18166,48.69134
845,17692,48.879784
846,5219,49.12896
847,5988,50.145535
848,5504,48.87222
849,18129,50.959705
850,18440,63.86501
851,18488,49.368793
852,18131,49.05251
853,18849,49.409603
854,18162,49.569252
855,18829,63.78237
856,5156,51.61101
857,18013,49.585148
858,18804,48.60949
859,17708,48.810593
860,17795,49.544357
861,5811,50.006264
862,17936,49.337215
863,5221,48.52802
864,5845,50.874306
865,18490,48.89858
866,5126,51.0657
867,18367,48.136326
868,5767,63.72488
869,5438,48.91366
870,18746,49.38428
871,18883,50.191113
872,17822,49.44744
873,5535,50.192303
874,5447,48.260807
875,5804,49.197876
876,18729,48.998146
877,18032,62.287827
878,5570,52.19032
879,18837,48.324257
880,18690,49.587204
881,5245,48.839542
882,6123,48.944305
883,17916,49.649334
884,18859,49.033043
885,18232,49.117477
886,5954,51.197098
887,5308,48.465225
888,18458,48.930668
889,5813,48.93171
890,5914,48.72203
891,18561,49.789196
892,18114,65.489624
893,5590,50.219955
894,17848,49.623028
895,5309,48.429115
896,5110,65.01591
897,6192,50.283394
898,5079,48.798405
899,5640,49.187405
900,18067,48.099957
901,5695,48.823612
902,18620,49.52125
903,18215,61.031055
904,5626,48.839054
905,17720,48.09753
906,18548,49.91509
907,6280,65.41782
908,18449,49.63898
909,18450,49.406822
910,18005,49.08547
911,18831,49.714188
912,18683,48.6185
913,17764,49.627377
914,5439,48.157307
915,6322,48.354816
916,18280,48.807392
917,6172,49.05519
918,18466,64.07331
919,18359,49.063686
920,18002,49.704216
921,18334,63.004463
922,6110,48.357006
923,5486,48.64076
924,5251,65.317635
925,5919,49.005272
926,6215,49.500515
927,5812,62.48921
928,18156,49.117596
929,17650,50.981186
930,18415,49.3214
931,18160,48.757397
932,5928,51.094448
933,6056,66.71529
934,18025,48.73956
935,6054,48.768593
936,17681,48.60196
937,17776,50.313957
938,18133,48.670746
939,18708,49.229317
940,5394,48.1506
941,6119,48.81656
942,5270,48.504223
943,17959,49.223606
944,5406,49.28584
945,5950,48.612354
946,18168,66.46181
947,18029,49.053764
948,6239,51.081448
949,18467,65.307014
950,17964,49.09642
951,18656,48.988884
952,18552,48.910053
953,18079,50.21125
954,18678,64.94117
955,6039,50.176083
956,18185,49.722343
957,6203,49.661213
958,5360,48.252937
959,18909,49.66637
960,18196,70.290375
961,18632,49.382584
962,18512,49.073254
963,18034,71.00185
964,5268,50.36964
965,6223,50.492863
966,18631,49.207615
967,5373,49.34902
968,18696,49.542965
969,5789,49.529984
970,18900,49.46105
971,5681,48.89784
972,18283,48.573025
973,18847,66.7966
974,5159,52.901752
975,5551,70.24471
976,18074,49.584305
977,17784,48.381607
978,5335,49.4034
979,18903,49.14133
980,18062,50.600094
981,18630,51.492348
982,5599,50.42021
983,17999,48.125362
984,5701,48.290848
985,18827,51.186264
986,17970,71.1316
987,5419,49.642185
988,18581,49.850536
989,17861,69.85457
990,5393,50.8113
991,17806,61.57866
992,6129,48.229168
993,5161,67.889946
994,17804,50.316685
995,5780,49.11885
996,5479,49.24125
997,18086,48.703667
998,6248,48.956512
999,17798,51.37033
1000,18157,50.49109
1001,18272,48.85988
1002,18022,50.44686
1003,18770,49.066525
1004,5230,49.640095
1005,5565,68.109825
1006,18539,66.4957
1007,18167,49.677544
1008,5615,48.800663
1009,18307,49.902637
1010,5397,48.581036
1011,18102,49.31101
1012,18324,49.434883
1013,18099,64.76085
1014,18015,49.470764
1015,5481,48.997963
1016,18418,50.691135
1017,17831,49.524986
1018,6115,50.33076
1019,17982,49.264503
1020,18014,49.614815
1021,18779,48.780357
1022,18820,49.283634
1023,18558,49.192074
1024,18017,48.997845
1025,17837,50.87227
1026,5976,49.10421
1027,18306,49.067516
1028,6272,49.139717
1029,18331,64.641464
1030,5561,48.958347
1031,17669,50.347218
1032,18855,48.580715
1033,5528,48.747906
1034,18321,51.93298
1035,18172,48.970905
1036,18614,48.62503
1037,17748,49.880207
1038,17800,62.399952
1039,5945,49.85088
1040,18514,49.23421
1041,5644,48.498234
1042,5982,48.908962
1043,5288,67.38073
1044,6265,49.378815
1045,5840,49.813038
1046,17851,62.742947
1047,18246,49.113483
1048,6250,49.420586
1049,5214,48.590576
1050,18777,49.89675
1051,6001,49.02895
1052,5782,50.57077
1053,5484,49.327793
1054,5760,48.857677
1055,6218,48.415516
1056,5953,48.71673
1057,18577,49.086494
1058,6264,48.686928
1059,17770,48.575394
1060,18634,48.099365
1061,5938,52.151497
1062,6214,50.568264
1063,5324,49.056053
1064,18108,49.230976
1065,18469,50.237957
1066,18672,49.092445
1067,18480,66.30753
1068,18531,49.59182
1069,6180,67.07888
1070,5454,50.073936
1071,5364,66.28438
1072,18088,61.92783
1073,17922,48.917904
1074,6286,49.501022
1075,18456,51.115585
1076,17975,48.813538
1077,18397,49.428852
1078,5242,50.535397
1079,5244,49.021454
1080,18445,65.87047
1081,18281,49.035355
1082,5636,51.406174
1083,17957,50.18576
1084,18761,49.518253
1085,17990,49.94322
1086,5123,66.521706
1087,5801,48.81097
1088,6235,50.045998
1089,6108,61.442924
1090,5659,49.050407
1091,18503,66.263535
1092,5190,49.835037
1093,18711,51.480637
1094,18670,48.938183
1095,18814,48.782665
1096,18057,70.505875
1097,18751,49.716896
1098,18786,51.13203
1099,6150,49.02231
1100,18574,48.495785
1101,18506,49.42873
1102,18828,49.491444
1103,6069,48.484703
1104,5180,48.668034
1105,6166,50.650852
1106,17791,49.18697
1107,5113,66.17564
1108,17939,48.84095
1109,6259,48.35407
1110,17928,50.194122
1111,17624,67.35923
1112,17623,68.59153
1113,18477,49.640697
1114,17734,51.11257
1115,18275,48.469593
1116,17998,48.579056
1117,17992,50.691383
1118,5655,48.574566
1119,5969,51.053715
1120,5863,48.229855
1121,18803,49.56104
1122,5418,48.858494
1123,5850,49.632347
1124,5240,49.379215
1125,5672,51.452484
1126,6094,49.08293
1127,5293,49.574257
1128,5081,50.917366
1129,5537,49.043064
1130,5663,49.86572
1131,17790,49.111458
1132,6205,65.26591
1133,6198,49.29086
1134,5566,50.055195
1135,5742,66.87617
1136,6096,70.54176
1137,6004,61.795235
1138,5092,63.9505
1139,18593,49.882076
1140,6177,51.082092
1141,5413,48.513134
1142,5917,49.4082
1143,5211,65.81546
1144,5848,49.887928
1145,17839,49.30941
1146,5553,49.01436
1147,18590,49.844944
1148,5451,67.37113
1149,6273,49.115086
1150,17641,50.42856
1151,5523,49.52416
1152,17749,63.84482
1153,6093,48.296204
1154,5440,50.861904
1155,18671,49.69347
1156,5743,65.61471
1157,17740,64.074486
1158,5153,49.836792
1159,17881,48.105907
1160,18256,65.280266
1161,18638,49.67702
1162,5396,50.944294
1163,17997,64.41611
1164,17687,49.22265
1165,18627,49.828407
1166,5277,63.187225
1167,18826,65.110794
1168,5719,48.574055
1169,5600,49.711403
1170,18112,66.63539
1171,5522,49.194683
1172,18089,68.83466
1173,5090,67.143265
1174,5124,49.823883
1175,18120,66.41755
1176,5557,52.88996
1177,5796,49.087997
1178,17937,49.504707
1179,18265,49.27418
1180,18878,50.029644
1181,5773,48.7677
1182,18091,49.988205
1183,5964,67.86012
1184,18019,64.0489
1185,5133,49.68439
1186,6170,48.95621
1187,17803,48.282776
1188,5966,48.341164
1189,18124,49.28086
1190,18717,48.718098
1191,5243,49.623383
1192,17882,48.8743
1193,18533,49.83483
1194,18876,49.566803
1195,18744,49.044453
1196,5278,49.422115
1197,5239,48.8894
1198,5358,65.48931
1199,5574,50.660458
1200,5641,64.87514
1201,18186,67.65262
1202,17885,49.500027
1203,5939,48.40816
1204,5155,49.35689
1205,5412,66.00885
1206,17699,49.701664
1207,17640,66.20931
1208,18522,60.53157
1209,17905,49.24419
1210,5575,48.844025
1211,5569,67.82538
1212,5325,48.844692
1213,18703,49.854126
1214,17898,48.50401
1215,18351,49.18536
1216,18560,50.29713
1217,5372,48.85854
1218,17985,67.14999
1219,5186,49.546833
1220,5098,49.626602
1221,18063,49.06441
1222,6041,48.651558
1223,5638,52.53036
1224,18493,48.102516
1225,18216,48.63765
1226,18223,49.753967
1227,5694,49.20065
1228,5088,50.707363
1229,18621,50.008793
1230,5363,48.707687
1231,5943,63.789036
1232,5765,48.85058
1233,17870,49.85628
1234,5106,49.132732
1235,18004,68.764824
1236,17980,48.66031
1237,5385,73.34215
1238,5810,49.041046
1239,6236,48.588757
1240,18393,64.30934
1241,5721,49.71819
1242,18045,49.783875
1243,18335,48.66533
1244,18008,64.719475
1245,5468,49.366627
1246,18806,49.329155
1247,17819,49.090153
1248,5965,48.7686
1249,18230,48.778133
1250,5336,50.7419
1251,5577,49.79154
1252,18760,51.084747
1253,17860,61.579872
1254,18782,49.06382
1255,6072,66.321365
1256,17744,48.452354
1257,18519,49.190178
1258,17811,49.475716
1259,5445,49.102768
1260,5491,48.796135
1261,5992,50.181484
1262,5269,50.87425
1263,18608,51.450768
1264,5582,51.8382
1265,5961,48.102146
1266,18092,48.43741
1267,17830,49.344795
1268,17778,48.893173
1269,6036,50.232002
1270,17698,49.2184
1271,5286,49.252064
1272,18619,51.13476
1273,6242,49.718708
1274,5320,66.29096
1275,6149,66.925224
1276,18048,49.525845
1277,17852,49.297173
1278,6208,50.91654
1279,18363,48.095764
1280,5937,53.584324
1281,6007,52.181526
1282,5248,67.082085
1283,17691,49.826073
1284,5411,51.313103
1285,5533,49.65754
1286,5806,67.90465
1287,5867,50.77142
1288,5902,53.34331
1289,5465,63.42788
1290,5441,48.08948
1291,5279,52.002495
1292,17745,67.459694
1293,18795,72.46741
1294,18743,48.10831
1295,18193,63.112785
1296,5935,48.10667
1297,5222,48.104706
1298,5633,51.61519
1299,5326,50.50104
1300,6113,49.986774
1301,17914,48.82098
1302,18132,49.050243
1303,18199,51.37368
1304,6260,48.565514
1305,17893,49.047558
1306,5518,53.04319
1307,5568,71.51995
1308,5231,48.10539
1309,5926,48.11428
1310,6164,48.673927
1311,18126,48.237736
1312,17989,50.575546
1313,18368,68.81925
1314,5527,53.159695
1315,17785,48.28883
1316,5341,63.85285
1317,5979,65.63443
1318,17812,62.8853
1319,5492,50.158554
1320,5864,69.68956
1321,18566,62.181755
1322,18600,68.937195
1323,6301,50.89118
1324,17700,70.52977
1325,17630,48.09101
1326,5936,48.12636
1327,18725,48.9277
1328,5610,48.831844
1329,17775,66.73923
1330,17672,52.989426
1331,5340,65.61418
1332,18290,49.56839
1333,18249,65.85069
1334,17633,48.091972
1335,18392,48.091537
1336,18431,48.092056
1337,6185,48.112545
1338,6075,52.064495
1339,18860,52.71476
1340,6034,49.278454
1341,5322,70.07107
1342,5505,48.100777
1343,6017,48.739002
1344,5604,48.219364
1345,18784,48.087746
1346,17918,48.088745
1347,17854,48.090782
1348,5873,49.639896
1349,5462,49.38132
1350,17946,49.14198
1351,6146,65.824036
1352,18182,48.109116
1353,17945,48.100014
1354,18655,48.642334
1355,18435,48.09489
1356,18226,48.0983
1357,18895,48.089844
1358,5097,48.77196
1359,5871,52.519955
1360,18597,48.098133
1361,18520,68.87118
